,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
4730,0,77,35,118,0,0,0,2,7,0,0
4731,0,121,70,19,0,0,1,2,0,2,0
4732,230,91,60,16,0,1,1,2,6,0,0
4733,131,120,0,0,0,1,1,3,3,10,0
4734,34,258,60,11,0,1,0,0,0,0,0
4735,63,163,121,72,0,1,0,2,6,2,0
4736,0,190,21,11,0,0,1,4,7,0,0
4737,0,532,0,0,0,0,0,0,0,0,1
4738,62,99,0,0,0,1,0,0,0,0,0
4739,0,333,87,81,0,0,0,2,1,10,0
4740,0,38,75,0,0,1,1,2,0,0,0
4741,228,69,209,38,0,1,0,2,6,2,0
4742,32,123,0,0,0,0,0,2,0,0,0
4743,120,232,31,30,0,1,1,2,1,5,1
4744,177,234,96,78,0,1,1,2,1,2,0
4745,146,137,13,0,0,1,0,2,0,5,0
4746,0,875,0,0,0,0,1,0,0,0,0
4747,62,111,134,67,0,1,0,2,1,2,0
4748,8,14,71,0,0,1,0,0,0,0,0
4749,120,138,11,3,0,1,1,2,1,5,1
4750,0,330,0,0,0,0,0,0,0,0,0
4751,76,438,165,0,0,1,1,2,1,2,0
4752,155,225,265,0,0,1,1,2,1,2,0
4753,0,60,202,0,0,0,1,0,0,0,0
4754,192,248,68,0,0,1,0,2,6,2,0
4755,43,73,125,55,0,1,0,2,1,10,0
4756,0,87,94,0,0,0,1,1,0,0,0
4757,0,107,23,0,0,0,0,2,7,10,0
4758,10,33,18,3,0,1,1,1,0,2,0
4759,62,76,0,0,0,1,0,2,1,2,0
4760,0,198,97,18,0,0,1,2,6,2,0
4761,0,51,5,13,0,0,1,1,7,5,1
4762,96,62,0,0,0,1,1,0,0,0,0
4763,0,266,168,51,0,0,0,2,6,10,0
4764,278,213,162,36,1,1,1,2,3,2,0
4765,216,262,27,42,0,1,1,0,0,0,0
4766,62,68,0,0,0,1,1,0,0,0,0
4767,0,284,0,11,0,0,0,2,3,5,0
4768,141,123,40,0,0,1,0,0,0,0,0
4769,298,196,158,147,0,1,1,5,3,0,0
4770,86,40,220,0,0,1,1,2,0,0,0
4771,0,78,127,0,0,0,0,1,0,0,0
4772,0,131,157,0,0,0,1,0,0,0,1
4773,0,78,95,0,0,0,0,1,0,0,0
4774,55,180,103,0,0,1,1,0,0,0,0
4775,74,92,115,8,0,1,0,2,6,2,0
4776,112,85,53,48,0,1,1,2,1,2,0
4777,0,156,28,72,0,0,0,2,1,10,0
4778,0,2115,0,0,0,0,0,4,1,0,0
4779,216,31,7,23,0,1,1,2,1,5,0
4780,0,29,251,0,0,0,1,0,0,0,0
4781,0,480,126,4,0,0,1,2,1,2,0
4782,0,480,0,0,0,0,0,0,0,0,0
4783,90,73,12,24,0,1,1,2,5,2,0
4784,83,106,35,117,0,1,1,2,1,2,0
4785,192,248,67,0,0,1,0,2,6,2,0
4786,41,50,165,0,0,1,0,0,0,0,0
4787,141,51,71,40,0,1,0,0,0,0,0
4788,207,242,9,0,0,1,1,2,6,0,0
4789,0,387,95,84,0,0,0,2,1,10,0
4790,74,46,97,15,0,1,0,2,6,2,0
4791,72,207,122,2,0,1,0,2,1,10,0
4792,140,243,140,62,1,1,1,2,6,2,0
4793,111,211,359,0,0,1,0,0,0,0,0
4794,90,73,13,24,0,1,1,2,5,2,0
4795,127,496,191,0,0,1,1,5,6,10,0
4796,131,98,6,2,0,1,1,2,7,10,0
4797,63,170,44,12,0,1,1,2,6,0,0
4798,52,167,195,36,0,1,1,0,0,0,0
4799,370,464,124,45,0,1,1,0,0,0,0
4800,328,20,1645,4,0,1,0,2,0,0,0
4801,0,409,101,75,0,0,0,2,6,2,0
4802,320,102,172,0,0,1,0,5,3,5,0
4803,213,200,56,4,0,1,1,0,0,0,0
4804,0,55,1,0,0,0,1,2,7,10,1
4805,127,278,94,34,0,1,1,2,3,5,0
4806,95,89,75,15,0,1,0,2,0,2,0
4807,0,189,2,28,0,0,0,2,3,10,1
4808,126,137,98,17,0,1,1,2,6,2,0
4809,48,95,0,0,0,1,1,0,0,0,0
4810,97,110,100,0,0,1,1,0,0,0,0
4811,0,122,122,122,0,0,1,4,6,6,1
4812,92,217,88,0,0,1,1,2,0,2,0
4813,92,102,86,0,0,1,1,1,6,2,0
4814,87,147,0,129,1,1,1,1,7,10,0
4815,201,185,143,307,0,1,0,0,0,0,0
4816,57,233,48,0,0,1,1,2,3,5,0
4817,127,181,68,0,0,1,1,2,1,10,0
4818,0,339,42,14,0,0,1,0,0,0,0
4819,0,78,75,8,0,0,0,2,3,2,0
4820,74,35,115,8,0,1,0,2,6,1,0
4821,78,212,66,0,0,1,0,2,3,2,0
4822,0,68,68,13,0,0,0,0,0,0,0
4823,112,87,53,48,0,1,1,2,1,1,0
4824,33,12,25,0,0,1,0,5,3,5,0
4825,216,49,46,86,0,1,1,0,0,0,0
4826,10,33,18,3,0,1,1,1,0,2,0
4827,207,259,0,2,0,1,0,2,1,0,0
4828,85,268,141,116,0,1,0,2,6,2,0
4829,212,294,125,5,0,1,0,2,2,2,0
4830,86,176,85,0,0,1,0,2,3,5,0
4831,88,281,67,0,0,1,1,2,6,0,0
4832,147,7,0,122,0,1,1,2,6,2,1
4833,92,74,96,0,0,1,1,2,0,0,0
4834,86,243,109,0,0,1,1,2,1,2,0
4835,192,98,65,0,0,1,0,0,0,0,0
4836,111,219,53,72,0,1,1,0,0,0,0
4837,20,79,111,104,0,1,1,0,0,0,0
4838,86,121,86,0,0,1,0,2,3,5,0
4839,0,272,116,125,0,1,1,2,6,0,0
4840,58,110,67,28,0,1,1,2,6,6,0
4841,0,86,34,5,0,0,0,2,6,2,0
4842,38,148,91,116,0,1,1,0,0,0,0
4843,216,159,59,51,0,1,1,2,1,0,0
4844,32,140,0,0,0,0,0,2,0,0,0
4845,0,41,45,56,0,0,1,0,0,0,0
4846,10,33,18,3,0,1,1,1,0,2,0
4847,74,176,81,74,0,1,1,2,6,2,0
4848,0,169,0,0,0,0,0,2,1,5,0
4849,392,117,123,39,0,1,0,2,6,10,0
4850,158,195,136,112,0,1,1,0,0,0,0
4851,129,16,118,7,0,0,1,2,4,6,0
4852,96,252,158,65,0,1,1,2,1,0,0
4853,111,244,135,29,0,1,1,2,3,2,0
4854,140,59,33,130,0,1,1,2,6,2,0
4855,0,166,210,362,1,0,1,1,6,10,0
4856,85,29,21,8,0,1,0,0,0,0,0
4857,0,454,22,2,0,0,0,0,0,0,0
4858,131,97,10,2,0,1,1,2,7,5,0
4859,0,185,65,92,0,0,1,2,2,10,0
4860,0,31,64,15,1,1,1,0,0,0,0
4861,37,220,13,24,0,1,1,2,3,5,0
4862,100,145,82,107,0,1,1,2,6,2,0
4863,44,213,100,12,0,1,1,2,1,2,0
4864,90,73,13,24,0,1,1,2,5,2,0
4865,155,91,122,28,1,1,1,2,1,2,0
4866,176,255,110,156,0,1,1,2,6,2,0
4867,85,269,190,113,0,1,0,2,3,2,0
4868,94,221,70,113,0,1,1,2,6,2,0
4869,82,193,174,121,0,1,1,2,3,0,0
4870,0,40,9,4,0,0,0,0,0,0,0
4871,148,152,253,0,0,1,0,2,0,0,0
4872,64,86,10,0,0,1,1,0,0,0,0
4873,86,119,100,0,0,1,0,4,3,5,0
4874,116,216,70,204,0,1,1,2,1,2,0
4875,0,14,5,3,1,0,0,2,3,2,0
4876,50,149,53,6,1,1,1,1,6,11,0
4877,0,386,101,75,0,0,0,2,6,10,0
4878,131,85,10,2,0,1,1,2,3,5,0
4879,140,87,20,34,0,1,1,0,0,0,0
4880,86,150,86,0,0,1,0,2,3,5,0
4881,0,63,8,0,0,0,0,0,0,0,0
4882,39,299,114,0,0,0,1,5,6,1,0
4883,177,209,104,35,0,1,1,2,3,1,0
4884,107,146,44,63,0,1,1,2,6,0,0
4885,0,472,0,0,0,0,1,2,2,10,0
4886,226,69,35,0,0,1,0,1,6,0,0
4887,10,33,18,3,0,1,1,1,0,2,0
4888,72,205,43,0,0,1,0,2,6,2,0
4889,167,492,42,0,0,1,1,2,0,6,0
4890,35,250,37,0,0,1,0,0,0,0,0
4891,144,116,123,23,0,1,1,2,6,2,0
4892,120,173,44,67,0,1,1,0,3,5,0
4893,140,222,31,90,0,1,1,2,3,2,0
4894,155,525,22,0,0,1,1,0,0,0,0
4895,180,159,132,24,0,1,1,0,0,0,0
4896,0,15,58,14,0,0,0,2,0,10,0
4897,86,132,50,0,0,1,0,4,3,5,0
4898,59,189,48,143,0,1,1,2,0,0,0
4899,192,69,25,0,0,1,0,0,0,0,0
4900,151,321,104,51,0,1,0,2,1,2,0
4901,10,33,18,3,0,1,1,1,0,2,0
4902,201,129,140,80,0,1,1,2,6,2,0
4903,29,80,22,5,0,1,1,0,3,5,0
4904,48,233,0,0,0,1,1,0,0,0,0
4905,0,421,155,0,0,0,0,0,0,0,0
4906,48,54,0,0,0,1,1,0,0,0,0
4907,216,259,115,0,0,1,1,2,0,0,0
4908,10,50,15,3,0,1,1,1,0,2,0
4909,131,108,9,2,0,1,1,0,7,5,0
4910,0,101,61,14,0,0,0,2,3,5,1
4911,100,159,115,107,0,1,1,2,0,0,0
4912,156,211,221,202,0,1,1,2,3,2,0
4913,0,222,57,78,0,0,1,2,3,2,0
4914,111,240,131,35,0,1,1,2,4,10,0
4915,10,33,18,3,0,1,1,1,0,2,0
4916,62,139,180,71,0,1,1,4,5,0,0
4917,0,370,59,10,0,0,0,0,0,0,0
4918,0,124,99,0,0,0,0,2,6,2,0
4919,392,163,129,32,0,1,1,2,6,2,0
4920,92,287,112,8,0,1,1,2,1,2,0
4921,32,123,0,0,0,0,0,2,0,0,0
4922,0,71,7,18,0,0,1,2,1,7,0
4923,29,124,0,44,0,1,1,4,0,5,0
4924,45,9,0,0,0,1,0,0,0,0,0
4925,141,112,30,0,0,1,0,2,1,2,0
4926,78,217,192,0,0,1,1,2,1,2,0
4927,0,292,0,0,0,0,0,2,3,5,0
4928,167,394,64,0,0,1,1,0,0,1,0
4929,53,130,0,0,0,1,0,2,7,0,0
4930,141,126,67,0,0,1,1,2,0,0,0
4931,41,286,62,42,1,1,1,1,1,0,0
4932,0,68,90,29,1,0,1,4,1,5,0
4933,17,92,5,6,0,1,1,0,0,0,0
4934,40,86,19,3,0,0,0,0,0,0,0
4935,172,69,97,10,0,1,1,2,6,2,0
4936,100,68,54,54,0,1,0,2,1,2,0
4937,128,153,131,33,0,0,1,2,1,0,0
4938,0,171,70,0,1,0,1,0,0,0,0
4939,0,97,53,68,0,0,0,4,7,10,1
4940,319,135,17,36,1,1,1,0,7,2,0
4941,98,195,77,0,0,1,1,2,0,2,0
4942,0,67,26,2,0,0,0,0,0,0,0
4943,111,138,129,33,0,1,1,0,0,0,0
4944,75,157,44,28,0,1,0,2,3,0,0
4945,0,68,137,5,0,0,0,2,6,2,0
4946,160,185,208,30,0,1,0,2,3,2,0
4947,0,381,95,84,0,0,0,2,1,10,0
4948,312,226,35,0,0,1,1,2,6,0,0
4949,90,72,12,24,0,1,1,2,5,2,0
4950,158,325,127,104,0,1,1,0,0,0,0
4951,105,174,169,15,0,1,1,2,1,10,0
4952,105,168,25,29,0,1,1,2,1,10,0
4953,10,33,18,3,0,1,1,1,0,2,0
4954,112,159,38,27,0,1,1,4,3,5,0
4955,216,26,56,51,0,1,1,2,3,0,0
4956,32,112,303,42,0,1,0,0,0,0,0
4957,87,255,0,157,0,1,1,2,1,0,0
4958,236,283,149,44,0,1,1,2,6,2,0
4959,0,110,14,136,1,0,0,0,0,0,0
4960,392,148,131,58,0,1,1,2,6,0,0
4961,105,45,20,6,0,0,1,0,0,0,0
4962,10,33,18,3,0,1,1,1,0,2,0
4963,48,117,221,20,1,1,0,2,6,2,0
4964,81,377,98,50,0,1,0,2,1,2,0
4965,0,58,47,0,1,1,0,0,0,0,0
4966,10,33,18,3,0,1,1,1,0,2,0
4967,114,162,52,3,1,1,1,1,1,3,1
4968,22,493,26,12,0,0,1,2,7,7,0
4969,146,132,58,7,0,1,1,4,7,5,0
4970,229,184,77,27,0,1,1,4,7,0,0
4971,110,338,181,94,0,1,0,2,0,0,0
4972,10,33,18,3,0,1,1,1,0,2,0
4973,10,34,18,3,0,1,1,1,0,2,0
4974,0,23,7,136,0,0,0,0,0,0,0
4975,133,224,125,0,0,1,1,0,0,2,0
4976,141,347,172,105,0,1,0,2,6,10,0
4977,43,143,30,11,0,1,0,2,6,2,0
4978,50,194,46,54,0,1,0,2,6,2,0
4979,0,398,113,1,0,0,0,0,3,0,0
4980,125,179,111,196,0,1,0,0,0,0,0
4981,216,458,43,66,0,1,1,2,3,5,0
4982,43,111,130,85,0,1,0,2,6,2,0
4983,155,201,74,37,0,1,1,2,0,0,0
4984,70,13,0,0,0,1,0,0,0,0,0
4985,43,117,163,85,0,1,0,2,6,2,0
4986,43,97,152,85,0,1,1,2,6,2,0
4987,72,104,283,83,0,1,1,2,6,2,0
4988,59,754,0,0,0,1,0,2,2,2,0
4989,10,50,15,3,0,1,1,1,3,2,0
4990,115,206,61,2,0,1,1,4,1,5,0
4991,85,228,50,18,0,1,1,3,3,5,0
4992,10,50,15,3,0,1,1,1,3,2,0
4993,53,113,0,0,0,1,1,2,6,0,0
4994,10,35,21,3,0,1,1,1,3,2,0
4995,0,47,47,136,0,0,0,0,0,0,0
4996,86,116,79,0,0,1,0,4,3,5,0
4997,48,330,0,0,0,1,0,0,0,0,0
4998,67,173,81,49,0,1,0,2,0,0,0
4999,0,178,20,11,1,0,1,2,3,10,0
5000,48,105,0,0,0,1,0,0,0,0,0
5001,155,251,133,113,0,1,0,2,0,0,0
5002,10,33,18,3,0,1,1,1,0,2,0
5003,0,233,67,18,0,0,0,2,2,2,0
5004,0,103,72,0,0,1,0,5,0,0,0
5005,0,93,96,33,0,1,0,2,6,2,0
5006,90,73,12,24,0,1,1,2,5,2,0
5007,20,272,27,0,0,1,0,2,1,0,0
5008,151,350,167,0,0,1,0,2,1,1,0
5009,86,200,137,0,0,1,0,4,3,5,0
5010,109,209,90,0,0,1,1,2,0,0,0
5011,67,186,33,33,0,1,0,2,3,2,0
5012,167,346,58,0,0,1,1,0,0,6,0
5013,222,76,119,0,0,1,0,2,0,0,0
5014,207,275,46,3,0,1,1,2,6,1,0
5015,114,123,97,68,0,1,1,1,6,0,0
5016,0,540,16,0,0,0,0,2,0,0,1
5017,89,292,114,92,0,1,1,2,1,2,0
5018,29,124,0,44,0,1,1,4,0,5,0
5019,38,9,72,0,0,1,1,1,6,2,0
5020,270,540,0,0,0,1,1,2,0,0,0
5021,311,49,176,0,0,1,0,2,6,2,0
5022,48,92,0,0,0,1,0,0,0,0,0
5023,83,146,91,48,0,1,1,2,6,2,0
5024,361,271,64,141,0,1,1,0,0,0,0
5025,0,74,26,16,0,0,0,2,3,5,1
5026,0,120,0,135,0,0,0,0,0,0,1
5027,87,207,44,0,0,1,1,2,6,0,0
5028,256,186,20,32,0,1,1,2,3,2,0
5029,10,28,20,3,0,1,0,1,0,2,0
5030,142,253,100,3,0,1,1,2,1,5,0
5031,0,189,0,0,0,0,0,2,0,0,0
5032,57,194,79,10,0,1,1,0,0,0,0
5033,0,202,24,136,0,0,0,0,0,0,0
5034,0,128,128,136,0,0,0,0,0,0,0
5035,96,96,31,0,0,1,0,2,6,2,0
5036,65,98,40,25,0,1,1,2,3,5,0
5037,65,133,52,0,0,1,0,5,3,5,0
5038,65,154,20,0,0,1,0,5,3,5,0
5039,142,187,619,3,0,1,0,2,3,5,0
5040,65,92,143,31,0,1,0,2,0,0,0
5041,0,293,6,7,0,0,1,2,1,10,0
5042,77,237,0,0,0,1,0,2,0,0,0
5043,84,179,23,167,0,1,0,2,0,0,0
5044,0,83,81,7,0,0,0,0,0,0,0
5045,0,256,53,0,0,0,0,2,1,2,0
5046,75,111,67,0,0,1,0,2,6,2,0
5047,88,110,171,24,0,1,0,4,1,10,0
5048,48,225,58,15,0,1,1,2,1,2,0
5049,43,206,105,128,1,1,1,2,1,5,0
5050,110,248,209,116,0,1,0,2,0,0,0
5051,10,37,21,3,0,1,1,1,3,2,0
5052,0,254,26,7,0,0,1,0,0,0,0
5053,0,73,55,21,0,0,1,0,0,0,0
5054,0,33,49,17,0,0,1,2,6,11,0
5055,83,131,70,115,0,1,0,2,6,2,0
5056,0,214,113,33,0,0,1,2,1,0,0
5057,48,106,0,0,0,1,0,0,0,0,0
5058,0,221,104,11,0,0,0,2,6,6,1
5059,251,554,212,52,0,1,0,2,6,10,0
5060,235,291,0,0,0,1,0,2,3,10,0
5061,90,72,13,24,0,1,1,2,5,2,0
5062,111,209,219,171,0,1,1,2,5,2,0
5063,0,80,47,15,0,0,1,2,1,2,0
5064,115,67,78,39,0,0,1,0,0,0,0
5065,86,150,85,0,0,1,0,2,3,5,0
5066,144,379,139,0,0,1,0,2,0,0,0
5067,192,46,59,0,0,1,0,0,0,0,0
5068,71,139,65,63,0,1,0,4,1,3,0
5069,59,58,116,143,0,1,1,2,0,0,0
5070,40,65,5,3,0,0,0,0,0,0,0
5071,0,321,0,0,0,0,0,2,6,6,0
5072,83,149,81,117,0,1,0,2,6,2,0
5073,0,183,134,16,0,0,1,2,3,1,1
5074,0,17,50,9,0,0,1,2,6,10,0
5075,0,85,155,0,0,0,0,0,0,0,0
5076,0,208,64,195,0,1,0,2,1,2,0
5077,120,164,39,67,0,1,1,0,3,5,0
5078,424,109,194,9,0,1,0,2,2,2,0
5079,199,106,32,44,0,1,1,2,3,5,0
5080,155,64,271,0,0,1,1,2,7,2,0
5081,108,90,169,11,0,1,0,2,6,2,0
5082,1,87,0,0,0,1,0,2,1,0,0
5083,0,16,14,5,0,0,0,2,2,2,0
5084,10,33,18,3,0,1,1,1,0,2,0
5085,0,58,47,0,1,1,0,0,0,0,0
5086,85,274,190,97,0,1,0,2,1,2,0
5087,213,216,80,0,0,1,0,2,6,0,0
5088,10,33,18,3,0,1,1,1,0,2,0
5089,60,283,86,0,0,1,0,2,6,2,0
5090,10,33,18,3,0,1,1,1,0,2,0
5091,155,233,247,37,0,1,1,2,3,0,0
5092,0,122,260,13,0,0,0,2,3,2,0
5093,52,206,64,56,0,1,0,2,0,0,0
5094,216,263,29,0,0,1,0,2,0,0,0
5095,48,50,0,0,0,1,0,0,0,0,0
5096,141,134,68,0,0,1,1,2,0,0,0
5097,0,466,0,0,0,0,1,0,0,0,0
5098,0,548,0,0,0,0,0,0,0,0,0
5099,0,233,0,0,0,0,0,0,0,0,0
5100,0,107,116,38,0,1,0,2,6,2,0
5101,141,195,78,0,0,1,1,2,0,0,0
5102,0,356,14,35,0,0,1,2,3,2,0
5103,141,148,38,0,0,1,1,2,0,0,0
5104,144,23,0,0,0,1,1,0,0,0,0
5105,141,65,108,308,0,1,1,2,0,0,0
5106,0,17,47,0,0,0,1,0,0,0,0
5107,192,62,253,0,0,1,0,0,0,0,0
5108,239,630,107,11,0,1,1,2,2,7,0
5109,40,208,51,3,0,0,0,0,0,0,0
5110,79,184,106,0,0,1,1,2,1,2,0
5111,46,123,50,6,0,1,0,2,3,1,0
5112,85,274,190,97,0,1,0,2,1,2,0
5113,131,93,214,0,0,1,1,2,6,0,0
5114,201,128,87,76,0,1,1,2,6,10,0
5115,0,136,45,16,0,0,0,2,5,5,1
5116,0,106,106,136,0,0,0,2,1,6,0
5117,19,129,1,25,0,1,1,2,4,2,0
5118,141,194,111,0,0,1,1,0,5,0,0
5119,40,90,26,3,0,0,0,0,0,0,0
5120,107,62,50,70,0,1,0,0,0,0,0
5121,40,74,26,3,0,0,0,0,0,0,0
5122,125,63,34,0,0,1,0,2,6,6,0
5123,0,114,0,0,0,0,0,2,6,0,0
5124,76,24,0,0,0,1,0,1,0,2,0
5125,0,251,125,14,0,0,1,0,0,0,0
5126,115,37,10,0,0,1,0,2,6,2,0
5127,86,150,95,0,0,1,0,2,3,5,0
5128,115,35,22,0,0,1,0,2,6,2,0
5129,132,208,23,72,0,1,0,0,0,0,0
5130,0,232,97,33,0,0,1,0,0,0,0
5131,20,81,105,104,0,1,1,0,6,0,0
5132,0,139,106,9,0,0,1,0,0,0,0
5133,0,68,17,19,0,0,1,2,3,10,0
5134,0,109,143,7,0,0,0,2,1,2,0
5135,92,236,71,4,0,1,1,2,2,6,0
5136,0,348,0,0,0,0,0,0,0,0,0
5137,0,142,0,2,0,0,0,0,0,0,0
5138,132,208,23,72,0,1,0,0,0,0,0
5139,370,95,133,38,0,1,1,0,0,0,0
5140,115,72,9,32,0,0,1,0,0,0,0
5141,132,208,23,72,0,1,0,0,0,0,0
5142,104,23,44,0,0,1,1,0,0,0,0
5143,132,208,23,72,0,1,0,0,0,0,0
5144,10,25,21,3,0,1,1,1,3,2,0
5145,320,151,128,277,0,1,1,2,1,2,0
5146,55,164,103,0,0,1,1,0,0,0,0
5147,53,132,180,0,0,1,1,0,0,0,0
5148,87,76,87,60,0,1,1,2,6,6,0
5149,76,25,0,0,0,1,0,0,0,0,0
5150,131,142,9,4,0,1,1,5,1,10,0
5151,127,278,47,35,0,1,1,2,3,5,0
5152,10,25,21,3,0,1,1,1,3,2,0
5153,86,310,72,37,0,1,0,2,6,0,0
5154,0,157,64,6,0,0,1,2,1,2,0
5155,135,63,19,0,0,1,1,0,0,0,0
5156,216,118,149,0,0,1,0,2,6,2,0
5157,132,208,23,72,0,1,1,0,0,0,0
5158,86,152,86,0,0,1,0,2,3,5,0
5159,141,45,31,19,0,1,1,2,1,0,0
5160,132,208,22,72,0,1,1,0,0,0,0
5161,132,208,22,72,0,1,1,0,0,0,0
5162,141,83,24,0,0,1,1,2,7,0,0
5163,132,208,22,72,0,1,1,0,0,0,0
5164,0,58,47,0,1,1,0,0,0,0,0
5165,0,121,6,0,0,0,0,0,0,0,1
5166,0,129,3,0,0,0,1,0,0,0,1
5167,0,318,0,0,0,0,0,0,0,0,0
5168,0,72,8,2,0,0,0,4,0,0,0
5169,131,100,9,2,0,1,1,2,7,5,0
5170,77,65,48,0,0,1,0,2,0,2,0
5171,0,174,119,0,0,0,0,2,0,0,0
5172,33,119,53,2,0,1,0,2,0,0,0
5173,155,216,74,0,0,1,1,2,0,0,0
5174,32,170,174,0,0,0,0,2,0,0,0
5175,144,11,42,0,0,1,1,2,1,10,0
5176,132,209,14,72,0,1,1,0,0,0,0
5177,132,209,14,72,0,1,1,0,0,0,0
5178,132,209,23,72,0,1,1,0,0,0,0
5179,0,301,33,6,1,0,0,0,0,0,0
5180,192,67,88,0,0,1,0,0,0,0,0
5181,128,242,65,0,0,1,0,2,6,0,0
5182,132,209,14,72,0,1,1,0,0,0,0
5183,392,163,129,32,0,1,1,2,0,6,0
5184,57,228,48,0,0,1,1,2,3,5,0
5185,155,314,69,32,0,1,1,2,0,0,0
5186,240,277,63,43,0,1,1,2,0,2,0
5187,63,205,0,0,1,1,0,2,6,0,0
5188,21,11,1,0,0,1,0,2,6,0,0
5189,133,300,127,12,0,1,1,0,0,2,0
5190,20,59,146,102,0,1,1,2,1,2,0
5191,68,300,64,4,0,1,1,4,0,1,0
5192,17,72,5,8,0,1,1,0,0,0,0
5193,108,382,0,0,0,1,0,0,0,0,0
5194,86,314,127,0,0,1,0,2,1,2,0
5195,82,255,82,27,1,1,1,1,0,0,0
5196,33,79,152,1,0,1,1,2,0,10,0
5197,72,209,34,30,0,1,1,2,6,2,0
5198,121,164,303,7,0,1,1,2,2,2,0
5199,89,185,0,0,0,0,0,0,0,0,0
5200,126,137,75,20,0,1,1,2,6,2,0
5201,48,121,166,20,1,1,1,2,1,0,0
5202,0,53,169,0,0,1,0,0,0,0,0
5203,83,131,75,113,0,1,0,2,6,2,0
5204,86,244,84,0,0,1,0,2,3,5,0
5205,32,138,0,0,0,0,0,2,0,0,0
5206,327,284,90,57,0,1,1,2,6,10,0
5207,126,96,51,17,0,1,1,2,1,2,0
5208,29,85,22,7,0,1,1,4,7,0,0
5209,128,153,131,32,0,0,0,2,0,0,0
5210,155,270,183,20,0,1,1,2,1,5,0
5211,137,386,156,5,0,1,1,2,1,2,0
5212,0,224,62,0,0,1,1,2,6,2,0
5213,0,31,169,0,1,0,0,2,1,7,0
5214,335,154,45,80,0,1,0,2,0,0,0
5215,131,97,9,2,0,1,1,0,7,5,0
5216,86,199,101,0,0,1,0,2,3,5,0
5217,0,179,65,97,0,0,1,2,3,10,0
5218,165,90,70,0,0,1,1,0,0,0,0
5219,67,319,108,0,0,1,1,2,1,2,0
5220,95,191,99,48,1,1,1,1,7,10,0
5221,131,78,15,2,0,1,1,0,7,5,0
5222,0,48,29,35,0,0,1,0,0,0,0
5223,192,77,94,0,0,1,0,0,0,0,0
5224,87,192,43,0,0,1,1,2,3,2,0
5225,131,100,0,0,0,1,0,0,0,0,0
5226,141,79,8,2,0,1,1,4,3,0,0
5227,73,99,59,0,0,1,0,2,0,0,0
5228,0,275,122,0,0,1,1,2,0,2,0
5229,141,366,114,0,0,1,1,2,0,0,0
5230,45,175,77,37,0,1,1,2,0,0,0
5231,141,44,0,0,0,1,0,0,0,0,0
5232,131,128,25,2,0,1,1,0,1,11,0
5233,226,64,149,32,0,1,0,2,6,0,0
5234,0,94,16,4,0,0,1,0,0,0,0
5235,148,421,70,81,0,1,1,2,6,2,0
5236,137,256,81,5,0,1,1,2,2,6,0
5237,155,142,289,0,0,1,1,2,1,2,0
5238,64,198,147,17,0,1,1,3,3,5,0
5239,115,63,22,0,0,1,0,2,6,2,0
5240,282,156,0,0,0,1,0,0,0,0,0
5241,0,241,18,8,0,1,0,2,6,5,0
5242,207,222,29,0,0,1,0,2,6,0,0
5243,50,161,53,61,0,1,1,2,6,10,0
5244,0,565,68,8,0,1,0,0,0,0,0
5245,135,73,94,0,0,1,1,1,1,2,0
5246,135,31,65,0,0,1,1,1,7,2,0
5247,207,216,0,3,0,1,1,2,1,10,0
5248,207,256,29,3,0,1,1,2,1,10,0
5249,0,175,0,0,0,0,0,2,3,0,0
5250,42,81,11,0,0,1,1,0,0,0,0
5251,253,99,63,0,0,1,1,0,0,0,0
5252,37,45,131,51,0,1,1,2,0,0,0
5253,67,161,94,0,0,1,0,1,0,2,0
5254,0,99,137,81,1,0,0,1,1,5,1
5255,175,150,105,100,0,1,1,2,1,0,0
5256,163,147,12,64,0,1,0,2,0,10,0
5257,0,57,0,0,0,0,1,0,0,0,0
5258,0,41,61,0,0,0,1,0,0,0,0
5259,0,155,213,0,0,0,1,0,0,0,0
5260,0,75,98,0,0,0,0,0,0,0,0
5261,0,50,106,0,0,0,0,0,0,0,0
5262,0,48,0,0,0,0,0,0,0,0,0
5263,87,92,191,55,0,1,1,2,3,5,0
5264,131,96,10,2,0,1,1,0,7,5,0
5265,10,25,21,3,0,1,1,1,3,2,0
5266,33,255,84,1,0,1,1,0,0,0,0
5267,222,269,29,0,0,1,0,2,6,0,0
5268,0,123,137,7,1,1,1,2,7,0,0
5269,131,142,5,3,0,1,1,5,1,10,0
5270,0,141,235,0,0,0,1,0,0,0,0
5271,32,59,22,10,0,1,1,0,0,0,0
5272,108,438,0,0,0,1,0,0,0,0,0
5273,176,187,133,156,0,1,1,2,6,2,0
5274,235,297,0,0,0,1,0,2,3,10,0
5275,107,86,77,65,0,1,0,2,3,2,0
5276,0,195,225,0,0,0,1,0,0,0,0
5277,53,387,109,26,0,1,1,0,0,6,0
5278,319,86,87,28,1,1,1,0,0,0,0
5279,29,168,0,10,0,1,1,4,0,5,0
5280,62,210,68,0,1,1,0,2,3,10,0
5281,175,104,247,10,0,1,1,0,0,0,0
5282,98,213,84,0,0,1,1,1,6,0,0
5283,42,459,219,42,0,1,1,2,4,0,0
5284,130,178,104,0,0,1,1,0,0,0,0
5285,175,221,79,121,0,1,1,0,0,0,0
5286,175,233,79,121,0,1,1,0,0,0,0
